property_id,area_name,latitude,longitude,plot_size_sqft,bhk,property_age_years,floor_number,furnishing_status,rera_registered,listed_price,actual_fair_value,zone_type,has_parking,has_garden,dist_railway_station_km,dist_airport_km,dist_city_center_km,dist_db_mall_km,dist_aiims_km,dist_manit_km,dist_upper_lake_km,dist_lower_lake_km,zone_price_index,furnishing_semi,furnishing_fully
284,Govindpura,23.264271,77.482201,3164,2,14,8,semi-furnished,1,20033390.94,19585013.21,residential,True,False,7.27,15.04,7.14,5.37,8.53,8.93,8.07,12.36,3.86,1,0
285,Indrapuri,23.240764,77.455401,2178,2,18,6,fully-furnished,0,11785688.99,11923956.04,residential,True,True,5.46,13.14,4.87,2.03,5.13,5.19,5.25,9.16,2.46,0,1
286,Shamla Hills,23.239306,77.407499,2678,1,6,14,fully-furnished,0,39958856.11,38748080.05,premium_residential,False,False,3.26,8.94,2.34,2.89,0.72,2.68,1.15,4.28,3.86,0,1
287,Ayodhya Bypass,23.268215,77.467154,1651,3,15,0,semi-furnished,0,6297366.73,6297392.55,developing,True,False,5.71,13.45,5.66,4.34,7.37,8.07,6.69,11.04,0.0,1,0
288,DB City Road,23.22165,77.444507,2732,1,19,7,semi-furnished,0,23314850.92,23833802.24,commercial,True,False,6.2,13.16,5.35,2.43,4.14,3.33,5.08,8.1,3.86,1,0
289,Katara Hills,23.187857,77.45663,3287,1,6,0,unfurnished,1,17870084.45,18052109.66,residential,False,False,10.06,16.45,9.16,6.37,7.2,5.45,8.62,10.51,3.86,0,0
290,Anand Nagar,23.269555,77.444573,2400,5,7,2,semi-furnished,0,10731659.29,10519441.89,budget,True,False,3.41,11.14,3.44,3.19,5.65,6.81,4.62,8.98,3.86,1,0
291,Indrapuri,23.245146,77.474232,2244,1,15,5,unfurnished,0,12858969.69,12972767.16,residential,True,False,6.94,14.77,6.52,3.97,7.11,7.11,7.1,11.13,2.46,0,0
292,Hoshangabad Road,23.210618,77.459709,1546,5,18,3,semi-furnished,1,11599170.23,11109200.86,commercial,True,True,8.1,15.14,7.28,4.26,6.03,4.85,7.06,9.87,5.96,1,0
293,Nehru Nagar,23.233503,77.459965,1746,1,14,2,semi-furnished,0,8195743.82,8466224.25,residential,True,False,6.31,13.89,5.66,2.67,5.52,5.24,5.89,9.59,3.86,1,0
294,Danish Kunj,23.218305,77.443424,2810,2,0,1,fully-furnished,1,24968757.28,26167314.29,commercial,True,False,6.46,13.28,5.58,2.74,4.16,3.17,5.23,8.06,3.86,0,1
295,Jahangirabad,23.253106,77.392786,2106,3,17,3,fully-furnished,0,7901291.91,7925134.39,budget,True,False,2.55,6.83,2.16,4.55,2.61,4.62,1.32,3.51,3.86,0,1
296,Hoshangabad Road,23.222169,77.458904,1889,3,3,23,unfurnished,1,23518756.08,24303382.22,commercial,False,True,7.08,14.39,6.32,3.24,5.55,4.8,6.29,9.55,5.96,0,0
297,DB City Road,23.231867,77.444934,818,3,4,5,fully-furnished,1,11811884.01,8930339.66,commercial,True,False,5.32,12.61,4.54,1.47,3.99,3.77,4.52,8.05,3.86,0,1
298,Katara Hills,23.184944,77.449997,2515,1,11,8,semi-furnished,0,15259914.48,15981708.01,residential,True,False,10.07,16.18,9.14,6.49,6.97,5.12,8.5,10.08,3.86,1,0
299,Katara Hills,23.198827,77.45296,1680,3,1,6,semi-furnished,1,12283207.93,12636411.24,residential,False,False,8.82,15.37,7.93,5.1,6.12,4.53,7.45,9.64,3.86,1,0
300,Bairagarh,23.2615,77.3421,1139,3,18,4,semi-furnished,0,4799222.54,4588258.53,budget,True,True,7.12,2.92,7.22,9.81,7.26,8.83,6.57,4.02,0.7,1,0
301,Danish Kunj,23.20976,77.442081,2613,3,4,15,semi-furnished,1,30176736.33,31219224.75,commercial,True,True,7.23,13.74,6.32,3.63,4.5,3.09,5.8,8.17,3.86,1,0
302,Katara Hills,23.196115,77.455776,2353,4,10,0,semi-furnished,0,16827079.55,16844523.61,residential,True,True,9.22,15.79,8.33,5.49,6.53,4.92,7.86,10.02,3.86,1,0
303,Bittan Market,23.247144,77.433171,2831,5,7,4,semi-furnished,1,24293975.87,24082777.09,commercial,True,False,3.26,10.77,2.54,0.62,3.19,4.08,2.89,7.02,3.86,1,0
304,Nehru Nagar,23.240702,77.460749,1294,3,14,10,unfurnished,0,6579220.13,6765503.26,residential,True,False,5.92,13.64,5.37,2.58,5.67,5.66,5.79,9.7,3.86,0,0
305,Hoshangabad Road,23.218214,77.472094,2673,4,0,21,unfurnished,1,26285114.31,26543275.57,commercial,False,False,8.35,15.78,7.64,4.57,6.96,6.1,7.69,10.95,5.96,0,0
306,Kolar Road,23.177256,77.419078,1484,2,11,2,unfurnished,0,4485866.27,4576093.15,budget,False,False,10.14,14.8,9.18,7.37,6.32,4.3,8.12,8.2,1.23,0,0
307,Katara Hills,23.196315,77.45298,2412,3,14,3,semi-furnished,0,16673138.6,17081099.43,residential,True,False,9.06,15.55,8.17,5.36,6.3,4.65,7.66,9.75,3.86,1,0
308,Hoshangabad Road,23.220495,77.465548,3380,3,15,9,fully-furnished,1,26423256.01,27288996.24,commercial,True,False,7.69,15.07,6.96,3.88,6.25,5.45,6.97,10.25,5.96,0,1
309,Jahangirabad,23.247152,77.393026,1898,3,7,0,unfurnished,0,5475033.5,5398330.51,budget,True,False,3.01,7.24,2.45,4.39,2.05,4.03,1.25,3.16,3.86,0,0
310,Nehru Nagar,23.24109,77.444734,1144,2,18,1,unfurnished,0,4164536.98,4301686.86,residential,False,False,4.57,12.13,3.89,0.94,4.06,4.33,4.17,8.08,3.86,0,0
311,Bittan Market,23.2567,77.4234,2712,4,4,17,fully-furnished,0,25218654.77,26409122.79,commercial,True,False,1.8,9.44,1.16,2.05,3.17,4.68,2.05,6.41,3.86,0,1
312,Indrapuri,23.239542,77.458153,3114,2,9,5,unfurnished,0,16148181.15,16456580.72,residential,False,False,5.77,13.45,5.18,2.32,5.39,5.36,5.55,9.43,2.46,0,0
313,Danish Kunj,23.227331,77.454112,1974,2,18,5,semi-furnished,1,19099072.11,19356589.46,commercial,False,True,6.32,13.68,5.57,2.5,4.96,4.44,5.59,9.01,3.86,1,0
314,Bawadia Kalan,23.207449,77.454104,2015,3,18,20,fully-furnished,0,17608525.66,17153622.18,premium_residential,True,False,8.06,14.87,7.2,4.27,5.68,4.34,6.84,9.42,3.86,0,1
315,Indrapuri,23.242056,77.474526,3314,4,15,1,unfurnished,0,17412724.63,16812142.87,residential,True,True,7.1,14.91,6.64,3.98,7.08,6.98,7.16,11.12,2.46,0,0
316,Shamla Hills,23.239974,77.423836,1713,4,16,7,semi-furnished,1,21630945.88,22757104.81,premium_residential,True,True,3.41,10.29,2.49,1.22,1.98,2.93,2.19,5.94,3.86,1,0
317,Piplani,23.217948,77.487776,2007,2,7,6,semi-furnished,0,7438381.16,7346563.99,budget,False,True,9.62,17.21,8.99,5.97,8.53,7.7,9.16,12.54,3.86,1,0
318,Bawadia Kalan,23.202277,77.442273,3130,5,15,5,fully-furnished,0,33698031.37,32971394.59,premium_residential,False,True,7.99,14.29,7.07,4.45,5.04,3.38,6.46,8.48,3.86,0,1
319,Hoshangabad Road,23.211757,77.466844,2212,5,2,20,fully-furnished,1,26703188.76,27779388.76,commercial,False,True,8.47,15.68,7.7,4.63,6.66,5.57,7.58,10.55,5.96,0,1
320,Jahangirabad,23.248426,77.397722,2405,2,17,1,fully-furnished,0,8635522.3,8728814.3,budget,True,True,2.62,7.54,1.98,3.94,1.91,3.94,0.75,3.65,3.86,0,1
321,Anand Nagar,23.274285,77.451816,2269,2,13,2,fully-furnished,0,7818597.07,8019096.21,budget,True,False,4.19,11.8,4.32,3.94,6.55,7.64,5.53,9.88,3.86,0,1
322,Bairagarh,23.270116,77.345316,1661,3,6,0,unfurnished,0,6042896.78,5831743.27,budget,False,True,6.75,2.09,6.98,9.75,7.45,9.16,6.52,4.65,0.7,0,0
323,Shamla Hills,23.234505,77.4239,2262,4,13,7,fully-furnished,1,28386696.04,27800111.03,premium_residential,False,False,3.98,10.62,3.04,1.46,1.84,2.39,2.54,5.9,3.86,0,1
324,Shahpura,23.190912,77.419612,3165,2,17,2,fully-furnished,0,20527321.53,20173108.43,residential,True,True,8.63,13.61,7.67,5.89,4.86,2.83,6.65,7.17,4.74,0,1
325,Shahpura,23.206249,77.434364,1298,1,1,3,fully-furnished,0,10621540.03,10254896.11,residential,True,False,7.29,13.4,6.35,3.96,4.15,2.46,5.65,7.57,4.74,0,1
326,Katara Hills,23.187642,77.451893,3368,1,11,0,fully-furnished,1,18778801.07,17967742.8,residential,False,True,9.87,16.11,8.96,6.25,6.88,5.08,8.36,10.09,3.86,0,1
327,Bairagarh,23.270568,77.333305,921,2,13,8,semi-furnished,0,3813603.54,3956429.78,budget,True,False,7.98,1.92,8.2,10.94,8.52,10.14,7.7,5.37,0.7,1,0
328,Bittan Market,23.256774,77.430968,1804,2,13,17,unfurnished,0,12559364.16,12367999.85,commercial,True,False,2.4,10.16,1.91,1.7,3.67,4.93,2.78,7.13,3.86,0,0
329,Hoshangabad Road,23.218511,77.460415,3348,3,18,1,semi-furnished,0,27325068.2,20733645.46,commercial,True,False,7.48,14.73,6.7,3.64,5.8,4.9,6.62,9.76,5.96,1,0
330,MP Nagar,23.226024,77.43957,1647,5,15,16,unfurnished,1,19426194.55,18647391.33,commercial,False,True,5.52,12.48,4.66,1.82,3.52,2.99,4.38,7.54,7.37,0,0
331,Bawadia Kalan,23.215419,77.455131,2726,4,13,16,fully-furnished,0,25660323.33,24513712.04,premium_residential,True,False,7.39,14.45,6.57,3.56,5.39,4.35,6.36,9.3,3.86,0,1
332,Misrod,23.163798,77.515156,855,3,14,1,semi-furnished,0,3988786.78,3981900.69,residential,False,False,15.73,22.77,14.95,11.89,13.55,11.96,14.73,17.05,3.86,1,0
333,Nehru Nagar,23.238059,77.455977,3294,3,10,1,semi-furnished,1,23548406.0,16928114.51,residential,True,False,5.68,13.31,5.06,2.13,5.15,5.09,5.37,9.2,3.86,1,0
334,Shamla Hills,23.23673,77.417008,1917,2,10,8,unfurnished,0,17735296.03,18094539.48,premium_residential,True,False,3.57,9.9,2.61,1.99,1.2,2.38,1.87,5.21,3.86,0,0
335,Nehru Nagar,23.237757,77.449742,956,2,17,4,unfurnished,0,3088858.5,3221887.23,residential,True,False,5.2,12.75,4.52,1.52,4.51,4.52,4.76,8.56,3.86,0,0
336,Indrapuri,23.257631,77.464297,2516,2,0,6,fully-furnished,1,17488874.94,16899959.06,residential,False,False,5.55,13.4,5.3,3.41,6.56,7.05,6.14,10.4,2.46,0,1
337,Bawadia Kalan,23.218615,77.457026,2598,2,3,11,unfurnished,1,25665932.04,26038325.85,premium_residential,False,False,7.24,14.42,6.45,3.39,5.46,4.56,6.32,9.42,3.86,0,0
338,Kolar Road,23.174206,77.416934,2157,3,13,3,unfurnished,0,11165676.96,10677568.13,budget,True,False,10.46,14.96,9.5,7.75,6.61,4.61,8.42,8.31,1.23,0,0
339,Indrapuri,23.254512,77.461393,1529,3,12,4,semi-furnished,0,6271885.81,6507207.11,residential,True,False,5.35,13.2,5.03,2.98,6.15,6.6,5.8,10.02,2.46,1,0
340,Shamla Hills,23.237563,77.420162,1698,3,7,15,semi-furnished,0,23370583.15,16816517.95,premium_residential,False,False,3.54,10.11,2.59,1.65,1.53,2.55,2.03,5.54,3.86,1,0
341,Jahangirabad,23.254246,77.399073,1894,3,18,0,semi-furnished,0,5582886.99,5469877.07,budget,True,False,2.01,7.31,1.52,3.98,2.46,4.5,0.81,4.1,3.86,1,0
342,MP Nagar,23.225582,77.427111,2789,2,20,17,fully-furnished,0,19404019.12,19870821.91,commercial,False,False,5.02,11.46,4.08,2.02,2.31,1.85,3.48,6.28,7.37,0,1
343,Shahpura,23.207303,77.429452,1345,1,16,3,semi-furnished,0,8149450.4,7783754.91,residential,True,True,7.03,12.95,6.07,3.89,3.72,1.95,5.29,7.06,4.74,1,0
344,MP Nagar,23.225682,77.426728,1129,3,7,1,semi-furnished,1,7305083.29,7580741.55,commercial,True,False,5.0,11.42,4.06,2.02,2.27,1.83,3.44,6.24,7.37,1,0
345,Raisen Road,23.179551,77.448403,1831,4,9,12,semi-furnished,1,22029706.35,22024482.54,premium_residential,True,False,10.56,16.49,9.62,7.04,7.34,5.42,8.92,10.27,3.86,1,0
346,Arera Colony,23.235794,77.439328,2379,2,9,14,fully-furnished,1,40801804.78,29201587.07,premium_residential,False,True,4.62,11.9,3.82,0.79,3.42,3.53,3.82,7.48,10.0,0,1
347,DB City Road,23.232084,77.433632,2807,3,17,20,semi-furnished,1,45468959.25,33490169.06,commercial,True,True,4.64,11.6,3.76,1.12,2.83,2.82,3.5,6.89,3.86,1,0
348,Katara Hills,23.198139,77.449246,1031,4,6,1,semi-furnished,1,7025758.15,6971649.03,residential,True,False,8.71,15.13,7.8,5.05,5.87,4.22,7.26,9.32,3.86,1,0
349,Jahangirabad,23.248949,77.397511,2365,2,9,7,semi-furnished,0,9911047.01,9730856.35,budget,True,False,2.58,7.49,1.96,3.97,1.97,4.0,0.77,3.66,3.86,1,0
350,Piplani,23.202929,77.486504,2543,2,1,8,semi-furnished,1,10826184.9,10998559.28,budget,True,False,10.58,17.9,9.85,6.77,8.89,7.69,9.8,12.74,3.86,1,0
351,Bittan Market,23.260362,77.432051,2027,2,7,5,semi-furnished,1,13894782.64,13431437.2,commercial,False,False,2.31,10.14,1.99,2.07,4.04,5.34,3.02,7.38,3.86,1,0
352,Danish Kunj,23.223008,77.454728,1054,3,3,7,fully-furnished,1,11240799.61,11276255.55,commercial,False,False,6.72,13.97,5.94,2.87,5.11,4.39,5.87,9.12,3.86,0,1
353,Nehru Nagar,23.240057,77.459245,3308,2,15,7,fully-furnished,0,14275473.87,14104546.07,residential,True,False,5.83,13.53,5.25,2.43,5.51,5.49,5.65,9.55,3.86,0,1
354,Bawadia Kalan,23.201574,77.459908,2668,3,12,23,semi-furnished,1,32919644.97,32068807.24,premium_residential,True,True,8.93,15.74,8.07,5.12,6.52,5.09,7.72,10.19,3.86,1,0
355,Piplani,23.202996,77.49716,3246,1,18,9,fully-furnished,1,12610887.95,12450435.58,budget,True,True,11.39,18.84,10.71,7.64,9.9,8.77,10.74,13.8,3.86,0,1
356,Hoshangabad Road,23.222991,77.460913,2333,2,1,15,semi-furnished,1,18474589.72,19328002.22,commercial,False,True,7.15,14.52,6.42,3.34,5.73,5.01,6.43,9.75,5.96,1,0
357,MP Nagar,23.228985,77.431687,3215,5,2,0,semi-furnished,1,28497449.24,29208940.99,commercial,True,False,4.85,11.62,3.94,1.5,2.67,2.45,3.55,6.71,7.37,1,0
358,Bairagarh,23.271081,77.340515,1488,3,15,2,fully-furnished,0,6331888.28,6173279.65,budget,True,False,7.25,1.85,7.48,10.25,7.92,9.6,7.02,4.98,0.7,0,1
359,Bairagarh,23.2615,77.3421,818,3,6,2,semi-furnished,1,3836889.22,2852655.62,budget,True,True,7.12,2.92,7.22,9.81,7.26,8.83,6.57,4.02,0.7,1,0
360,Shahpura,23.202893,77.438574,3239,2,16,0,unfurnished,0,16138258.06,16190520.06,residential,True,True,7.78,13.96,6.85,4.34,4.72,3.01,6.19,8.11,4.74,0,0
361,Bittan Market,23.261938,77.431266,3068,4,3,21,fully-furnished,1,39227694.05,39192581.26,commercial,True,True,2.17,10.01,1.92,2.25,4.12,5.48,3.03,7.39,3.86,0,1
362,Anand Nagar,23.274346,77.450109,3479,3,14,2,fully-furnished,1,15241858.19,15905811.02,budget,True,True,4.02,11.62,4.16,3.88,6.43,7.55,5.38,9.73,3.86,0,1
363,Bawadia Kalan,23.2135,77.448355,2902,1,11,24,fully-furnished,1,55260437.99,40012818.85,premium_residential,True,True,7.18,14.0,6.31,3.42,4.84,3.67,5.96,8.67,3.86,0,1
364,Piplani,23.212494,77.492604,2889,4,8,2,semi-furnished,0,12763558.97,13040658.36,budget,True,True,10.38,17.92,9.73,6.69,9.15,8.2,9.85,13.12,3.86,1,0
365,Danish Kunj,23.218466,77.449313,1228,1,4,2,semi-furnished,1,9498295.64,9859829.14,commercial,True,False,6.77,13.77,5.93,2.96,4.72,3.77,5.68,8.65,3.86,1,0
366,Katara Hills,23.185709,77.44889,2111,3,14,3,fully-furnished,0,13560037.78,13997451.91,residential,True,True,9.94,16.04,9.02,6.38,6.83,4.98,8.36,9.94,3.86,0,1
367,Nehru Nagar,23.24129,77.447517,2650,2,6,9,semi-furnished,0,16317277.09,16182788.8,residential,True,False,4.78,12.38,4.12,1.22,4.35,4.57,4.44,8.36,3.86,1,0
368,Shamla Hills,23.239453,77.412561,1827,4,11,8,unfurnished,1,19416488.0,18811232.06,premium_residential,True,True,3.22,9.35,2.26,2.37,0.98,2.64,1.35,4.79,3.86,0,0
369,Arera Colony,23.236246,77.423558,3465,2,17,14,fully-furnished,0,44372099.53,46694162.16,premium_residential,True,False,3.79,10.49,2.85,1.39,1.83,2.55,2.39,5.87,10.0,0,1
370,Piplani,23.211046,77.482972,918,1,17,1,semi-furnished,1,3052537.82,3064695.76,budget,True,False,9.71,17.13,9.01,5.94,8.25,7.22,9.04,12.18,3.86,1,0
371,Bawadia Kalan,23.217657,77.454743,2402,1,15,21,unfurnished,0,28419742.25,29892259.14,premium_residential,True,True,7.17,14.28,6.36,3.33,5.27,4.32,6.19,9.21,3.86,0,0
372,Nehru Nagar,23.238534,77.450118,951,5,2,5,semi-furnished,1,6473017.61,6748710.87,residential,True,True,5.18,12.74,4.51,1.53,4.56,4.6,4.77,8.6,3.86,1,0
373,Indrapuri,23.255297,77.462594,2608,2,16,0,semi-furnished,0,12983819.95,12591436.77,residential,True,False,5.45,13.3,5.14,3.13,6.3,6.75,5.93,10.16,2.46,1,0
374,Bawadia Kalan,23.215222,77.460878,2404,3,6,15,fully-furnished,1,32522660.81,32747932.25,premium_residential,True,True,7.78,14.96,6.99,3.94,5.95,4.94,6.86,9.88,3.86,0,1
375,Nehru Nagar,23.231242,77.447514,1322,3,20,3,unfurnished,0,3956364.28,3954729.85,residential,True,False,5.55,12.88,4.78,1.7,4.25,3.97,4.79,8.31,3.86,0,0
376,Shamla Hills,23.239662,77.41488,2374,4,10,16,semi-furnished,0,31823236.74,32019680.63,premium_residential,True,True,3.21,9.54,2.25,2.14,1.17,2.67,1.48,5.03,3.86,1,0
377,Bairagarh,23.2615,77.3421,2650,4,20,4,unfurnished,0,8739642.13,9072103.67,budget,True,False,7.12,2.92,7.22,9.81,7.26,8.83,6.57,4.02,0.7,0,0
378,MP Nagar,23.24206,77.436508,2734,3,15,8,fully-furnished,1,19920603.82,20403030.46,commercial,True,False,3.9,11.32,3.14,0.09,3.28,3.82,3.33,7.26,7.37,0,1
379,Anand Nagar,23.276484,77.452264,2026,3,20,0,unfurnished,0,5463822.4,5600994.43,budget,True,True,4.28,11.81,4.45,4.18,6.75,7.87,5.69,10.03,3.86,0,0
380,Arera Colony,23.239536,77.431383,2786,2,1,12,unfurnished,1,41132829.49,39442499.36,premium_residential,False,False,3.81,10.99,2.96,0.51,2.7,3.27,2.91,6.7,10.0,0,0
381,Shahpura,23.194203,77.426859,2932,1,5,4,fully-furnished,0,22762679.82,17059575.48,residential,False,False,8.38,13.8,7.42,5.37,4.8,2.78,6.51,7.54,4.74,0,1
382,Misrod,23.17091,77.503096,2244,2,14,3,unfurnished,0,10676969.91,10956744.85,residential,False,False,14.32,21.31,13.53,10.47,12.09,10.5,13.28,15.6,3.86,0,0
383,DB City Road,23.236577,77.446442,2432,3,5,20,fully-furnished,1,24618548.56,24504659.82,commercial,True,False,5.04,12.5,4.32,1.26,4.16,4.17,4.47,8.21,3.86,0,1
384,Misrod,23.171476,77.517362,1301,2,19,9,semi-furnished,1,7105850.05,7394616.5,residential,True,False,15.27,22.46,14.52,11.45,13.28,11.79,14.38,16.89,3.86,1,0
385,Indrapuri,23.258366,77.466227,3358,5,12,4,semi-furnished,0,16184239.58,16812855.18,residential,True,False,5.73,13.57,5.49,3.62,6.77,7.25,6.34,10.61,2.46,1,0
386,Indrapuri,23.244516,77.470585,1952,1,9,6,semi-furnished,0,12124045.79,11882501.59,residential,True,True,6.62,14.44,6.17,3.59,6.73,6.74,6.73,10.75,2.46,1,0
387,Shamla Hills,23.235624,77.42055,1335,2,0,1,fully-furnished,1,17414424.54,17205844.06,premium_residential,True,False,3.76,10.27,2.81,1.69,1.52,2.36,2.2,5.56,3.86,0,1
388,Nehru Nagar,23.249497,77.446534,3358,4,3,4,unfurnished,1,25170786.9,24937164.03,residential,False,True,4.17,11.93,3.66,1.39,4.53,5.11,4.25,8.41,3.86,0,0
389,Misrod,23.167668,77.520533,2660,3,9,8,unfurnished,0,9825979.34,10133357.27,residential,True,False,15.8,22.97,15.05,11.97,13.78,12.26,14.89,17.36,3.86,0,0
390,Kolar Road,23.177731,77.42184,3302,2,19,5,unfurnished,1,10808364.03,11266907.55,budget,True,False,10.11,14.92,9.15,7.26,6.33,4.3,8.12,8.35,1.23,0,0
391,Kolar Road,23.173059,77.419612,2463,3,10,3,unfurnished,0,7143813.17,7476758.32,budget,False,False,10.6,15.21,9.64,7.81,6.78,4.77,8.59,8.59,1.23,0,0
392,Misrod,23.163122,77.50308,2420,3,18,1,semi-furnished,0,8917502.3,8504522.08,residential,False,False,14.98,21.85,14.17,11.14,12.6,10.94,13.86,15.99,3.86,1,0
393,Danish Kunj,23.210436,77.458941,2337,2,18,12,semi-furnished,1,26018201.62,19345431.26,commercial,False,False,8.07,15.08,7.25,4.23,5.97,4.78,7.01,9.8,3.86,1,0
394,Katara Hills,23.185796,77.458695,2256,2,3,0,unfurnished,1,13938195.08,13543585.23,residential,False,True,10.36,16.76,9.47,6.66,7.51,5.76,8.93,10.8,3.86,0,0
395,Misrod,23.165306,77.514835,2264,1,6,2,semi-furnished,1,12053077.73,12411226.95,residential,True,False,15.59,22.65,14.81,11.74,13.43,11.86,14.6,16.95,3.86,1,0
396,Raisen Road,23.183874,77.445878,1875,4,11,25,semi-furnished,1,19405956.61,19363872.29,premium_residential,False,False,10.02,15.97,9.08,6.52,6.8,4.89,8.38,9.79,3.86,1,0
397,Jahangirabad,23.249866,77.392968,2745,2,2,1,fully-furnished,0,17077860.89,13016287.1,budget,True,False,2.79,7.05,2.3,4.45,2.3,4.29,1.23,3.31,3.86,0,1
398,Govindpura,23.27353,77.473774,2445,3,9,1,semi-furnished,0,16899946.7,12648202.58,residential,False,False,6.42,14.04,6.44,5.24,8.26,8.96,7.53,11.88,3.86,1,0
399,Bawadia Kalan,23.218824,77.450691,2973,4,5,21,semi-furnished,0,25874212.34,26970398.83,premium_residential,False,False,6.82,13.87,5.99,3.0,4.84,3.92,5.77,8.78,3.86,1,0
400,Indrapuri,23.251274,77.460943,2813,2,7,1,semi-furnished,0,15544053.43,16329332.33,residential,False,False,5.43,13.26,5.04,2.79,5.98,6.33,5.73,9.9,2.46,1,0
401,Piplani,23.199072,77.481599,2873,3,18,2,semi-furnished,0,8583129.97,8507893.61,budget,True,True,10.53,17.71,9.76,6.69,8.6,7.3,9.62,12.38,3.86,1,0
402,Govindpura,23.264834,77.477704,2708,4,4,4,semi-furnished,1,22423692.67,22142914.69,residential,True,False,6.81,14.57,6.68,5.0,8.14,8.61,7.63,11.94,3.86,1,0
403,Kolar Road,23.178642,77.413848,2511,3,5,8,unfurnished,0,15773968.84,11933951.54,budget,True,False,9.95,14.37,9.0,7.36,6.07,4.09,7.89,7.73,1.23,0,0
404,DB City Road,23.236434,77.438164,2361,3,2,12,unfurnished,0,26681955.82,27559359.22,commercial,True,False,4.49,11.76,3.69,0.67,3.31,3.49,3.69,7.37,3.86,0,0
405,Hoshangabad Road,23.208891,77.465427,1580,4,1,1,fully-furnished,1,16689150.48,17018557.7,commercial,True,True,8.62,15.73,7.82,4.77,6.64,5.46,7.64,10.49,5.96,0,1
406,Govindpura,23.270761,77.473809,3453,3,0,8,unfurnished,1,28248213.77,26933806.42,residential,True,False,6.4,14.08,6.38,5.04,8.1,8.75,7.43,11.77,3.86,0,0
407,Bawadia Kalan,23.209566,77.46112,1997,4,15,7,unfurnished,0,18146471.05,19087299.68,premium_residential,True,False,8.28,15.32,7.47,4.44,6.21,5.01,7.24,10.04,3.86,0,0
408,DB City Road,23.236963,77.437059,2364,2,13,4,fully-furnished,0,19943451.38,20701058.59,commercial,False,True,4.38,11.63,3.57,0.58,3.21,3.44,3.56,7.26,3.86,0,1
409,Arera Colony,23.229307,77.441543,997,3,11,22,unfurnished,0,12601984.27,12228858.31,premium_residential,True,False,5.33,12.45,4.5,1.53,3.66,3.33,4.35,7.71,10.0,0,0
410,MP Nagar,23.228983,77.443345,1410,3,1,16,unfurnished,0,20856230.36,15868623.64,commercial,True,False,5.47,12.63,4.65,1.65,3.85,3.48,4.53,7.9,7.37,0,0
411,Shamla Hills,23.23549,77.417587,2212,5,20,3,fully-furnished,0,23589516.56,23244894.83,premium_residential,True,False,3.71,10.02,2.75,1.98,1.22,2.26,2.01,5.26,3.86,0,1
412,Piplani,23.216099,77.485461,1720,1,2,4,unfurnished,0,9350603.89,8923228.24,budget,True,True,9.55,17.09,8.9,5.85,8.35,7.46,9.02,12.34,3.86,0,0
413,MP Nagar,23.232299,77.43937,3047,3,19,11,fully-furnished,0,31370694.98,30695405.86,commercial,True,True,4.93,12.09,4.1,1.14,3.42,3.31,3.99,7.48,7.37,0,1
414,Jahangirabad,23.254763,77.398321,1809,3,16,5,fully-furnished,1,7337409.97,7269386.5,budget,True,True,2.02,7.21,1.57,4.07,2.54,4.58,0.91,4.07,3.86,0,1
415,Kolar Road,23.173626,77.40604,2364,4,13,1,unfurnished,0,11734405.37,11396098.98,budget,True,True,10.52,14.44,9.58,8.15,6.58,4.7,8.39,7.72,1.23,0,0
416,Nehru Nagar,23.247309,77.449072,2353,3,16,4,semi-furnished,0,7443492.64,7245567.16,residential,False,False,4.52,12.26,3.98,1.5,4.68,5.13,4.52,8.62,3.86,1,0
417,Katara Hills,23.188402,77.444577,2588,3,16,3,semi-furnished,0,15680594.13,16069101.93,residential,True,True,9.5,15.52,8.57,6.01,6.32,4.45,7.88,9.41,3.86,1,0
418,Hoshangabad Road,23.21555,77.462819,1889,1,20,19,semi-furnished,0,15231699.7,14871808.78,commercial,True,False,7.89,15.11,7.11,4.04,6.13,5.14,7.01,10.06,5.96,1,0
419,Misrod,23.167052,77.518666,3353,4,13,1,unfurnished,0,11945158.35,12412242.39,residential,False,False,15.72,22.85,14.95,11.88,13.65,12.12,14.78,17.22,3.86,0,0
420,Anand Nagar,23.274296,77.437695,2617,3,2,5,unfurnished,1,16893758.59,12067435.3,budget,False,True,2.78,10.36,3.02,3.58,5.61,6.99,4.34,8.63,3.86,0,0
421,Bairagarh,23.270164,77.344848,2425,3,1,6,unfurnished,1,15097434.71,14977953.42,budget,True,False,6.8,2.07,7.03,9.8,7.49,9.2,6.57,4.67,0.7,0,0
422,Govindpura,23.261268,77.483396,2235,3,20,4,semi-furnished,0,14599372.4,10633251.07,residential,False,False,7.42,15.22,7.25,5.34,8.52,8.84,8.13,12.39,3.86,1,0
423,MP Nagar,23.228293,77.434079,1320,2,2,2,fully-furnished,1,13230907.46,13149911.23,commercial,True,True,5.03,11.87,4.13,1.53,2.92,2.61,3.78,6.96,7.37,0,1
424,Raisen Road,23.187034,77.438933,2222,3,16,11,semi-furnished,1,25554991.38,26648034.79,premium_residential,True,True,9.46,15.22,8.51,6.1,6.11,4.16,7.73,9.0,3.86,1,0
425,Jahangirabad,23.24415,77.393219,2693,4,14,0,fully-furnished,1,17869550.0,12861336.36,budget,True,False,3.27,7.46,2.64,4.34,1.8,3.73,1.34,3.02,3.86,0,1
